Number of Reviews,Channel,Brand,Source Name,Item ID,Product_ID,Catalog,Stage of Development,Data Cycle,Source Product Identifier,Brand Raw,Entity Type,Link,Title,Description,About,Product Category,Source Ingredient,Relevancy,Relevancy 1,Final Relevancy,Solution Type,Geography,Rating,Configuration Name,Name,ASIN,rand_id
0,Amazon USA,Knorr Rice Sides,Amazon USA,Amazon USA_20190523_126057,Product_20190523_80991,Product,Product,2019 Q1,B00D7ZX1PG,Knorr Rice Sides,,https://www.amazon.com/dp/B00D7ZX1PG,Knorr Rice Sides Rice Medley. 5.6 oz (Pack of 3),Rice and pasta blend with mixed peas and carrots in a savory sauce.,About the product Rice sides are delicious and easy to prepare. Rice and pasta blend with mixed peas and carrots in savory sauce Stovetop or microwave cooking More,"Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Seasoned Rice",,Yes,,Yes,General Rice,USA,,Amazon Products,,B00D7ZX1PG,0.383258797
1,Amazon USA,Seeds Of Change,Amazon USA,Amazon USA_20190523_123900,Product_20190523_78834,Product,Product,2019 Q1,B01I7ADTZW,SEEDS OF CHANGE,Company,https://www.amazon.com/dp/B01I7ADTZW,"Seeds of Change Organic Heat & Eat Rice Side Dish 3 Flavor Variety Bundle: (1) Quinoa, Brown Rice w/Garlic, (1) Seven Whole Grains, and (1) Spanish Style Rice w/Quinoa, 8.5 Oz Ea (3 Tot)","These flavorful rice dishes go great with grilled vegetables, meat or tofu. Simply heat and enjoy!",About the product USDA Organic Certified; 100% Whole Grain Vegetarian; No Preservatives; No artificial Colors or Flavors Fully cooked Easy to prepare This item is not a manufacturer-created variety pack and will not be sent in the original manufacturer’s packaging More,"Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Seasoned Rice",,Yes,,Yes,Quinoa,USA,2,Amazon Products,,B01I7ADTZW,0.925361908
0,Amazon USA,Generic,Amazon USA,Amazon USA_20190523_128266,Product_20190523_83200,Product,Product,2019 Q1,B07PBCVYTB,Generic,Company,https://www.amazon.com/dp/B07PBCVYTB,"Annie's, Rice Shells & Creamy White Cheddar (Pack of 8)",Enjoy Annies Homegrown Rice Shells And Creamy White Cheddar Gluten Free. Are You Sensitive To Wheat And Gluten? If So Annies Has A Product Just For You. We Have Combined Gluten-Free Rice Pasta With Our Popular Time-Tested White Cheddar Cheese To Create Annies Gluten-Free Rice Shells And Creamy White Cheddar.The Least Allergenic Of All Grains Rice Is Steeped In History. It Has Fed More People Over A Longer Period Of Time That Any Other Crop. Archeologists Tell Us That Rice Has Been Feeding People For As Long As 7000 Years And Is Still A Staple For Two-Thirds Of The Worlds People.We Hope That Our Combination Of U.S. Grown And Produced Rice Pasta And Annies Legendary White Cheddar Cheese Becomes A Welcome Comfort Food And Staple For You And Your Family. Be Green Help The Earth Live Is A Campaign We Started In 1989. Its Not About Any Particular Organization Or Corporation Or Trying To Get Anyone Elected. Be Green Simply Lets People Know That Youre An Earth Advocate And That You Care About What Happens To Our Wondrous Blue And Green Planet. As The Stewards Of Our Fragile Planet We Humans Need To Unite And Speak Out On Behalf Of All Earths Inhabitants From Plankton To Polar Bears To Whales To Redwoods. We Are All Interconnected. We All Share The Same Home. Displaying A Be Green Sticker Gives You This Voice. Be Greens Are Everywhere And Were Encouraged By And Proud Of This Growing Phenomenon. The More Be Greens Out There The Louder Our Voice. Help The Earth To Live. Help To Make A Change. Lets Keep This Ripple Going. (Note: Description is informational only. Please refer to ingredients label on product prior to use and address any health questions to your Health Professional prior to use.Specialty Dietary Needs : Gluten Free,,"Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Macaroni & Cheese",,Yes,,Yes,General Rice,USA,,Amazon Products,,B07PBCVYTB,0.713451333
0,Amazon USA,Nagatanien,Amazon USA,Amazon USA_20190523_128784,Product_20190523_83718,Product,Product,2019 Q1,B008ATYJ32,Nagatanien,,https://www.amazon.com/dp/B008ATYJ32,Nagatanien your local rice with green tea Hokkaido crab sea urchin Rice with green tea,Elements of Hokkaido limited ochazuke Hairy crab rice with green tea 3.8g × 4 bags input Sea urchin rice with green tea 5.2g × 2 bags input,,"Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Seasoned Rice",,Nope;Yes,,Yes,General Rice,USA,,Amazon Products,,B008ATYJ32,0.670169385
166,Amazon USA,Bob's Red Mill,Amazon USA,Amazon USA_20190523_123998,Product_20190523_78932,Product,Product,2019 Q1,B000KELHTO,Bob's Red Mill,Company,https://www.amazon.com/dp/B000KELHTO,"Bob's Red Mill Organic Scottish Oatmeal, 20 Ounce Bags (Pack of 4)","Size: 20 Ounce (Pack of 4) USDA Organic. The original oatmeal or porridge of ancient Scotland. Oatmeal originated in Scotland centuries ago and was different from our modern rolled oats. A coarse meal was produced by slowly grinding the kernel between two large millstones. Bob's Red Mill Scottish Oatmeal is produced in the same old-fashioned way and contains all the health-giving nutrients of the best quality oats from which it was ground - the germ, the oil and the fiber. Certified Organic by QAI. You can see our quality.","About the product Case of Four, 20 oz. bags (5 lbs. total) USDA Certified Organic; Vegan; Vegetarian; 100% Whole Grain; Stone Ground; Kosher Pareve 100% whole grain 6g protein per serving Stone ground on slow-turning quartz millstones More",Grocery & Gourmet Food › Breakfast Foods › Cereals › Oatmeal,,Yes,,Yes,Oats,USA,4.4,Amazon Products,,B000KELHTO,0.023343395
0,Amazon USA,Manitou Trading Company,Amazon USA,Amazon USA_20190523_125257,Product_20190523_80191,Product,Product,2019 Q1,B010TVKKY0,Manitou Trading Company,Company,https://www.amazon.com/dp/B010TVKKY0,"Porcini Risotto by Manitou Trading Company, 7.5 Oz Quad Seal (Case of 6)","We designed our Funghi Porcini Risotto as an elegant blend of our Arborio rice, premium porcini mushrooms and traditional seasonings, offering a quick way to make classic risotto.","About the product Our Funghi Porcini Risotto is an elegant blend of our exceptional Arborio rice and premium porcini mushrooms with herbs, spices and aromatics We designed this complete blend as a quick way to create a classic, rustic risotto flavored with real porcini mushrooms. Serve as a savory side instead of stuffing Serve along side wild game, poultry and beef Gluten Free, Non-GMO, KOF-K Kosher Certified, All Natural More","Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Risotto",,Yes,,Yes,General Rice,USA,,Amazon Products,,B010TVKKY0,0.057651028
0,Amazon USA,Ghasitaram Gifts,Amazon USA,Amazon USA_20190523_121730,Product_20190523_76664,Product,Product,2019 Q1,B075L89TX4,Ghasitaram Gifts,Brand,https://www.amazon.com/dp/B075L89TX4,Ghasitaram Gifts Diwali Gifts Sweets - Moong Dal Barfi in white Box,"A beautiful gift box containing delicious Moong Dal Barfi made from Ghee, Sugar, Yellow Lentils, Condensed Milk, Cardamom and Dryfruits. Net weight 360 gms.This mithai has been specially packed using Italian technology for an extended shelflife.",,,,Yes,,Yes,General Lentils,USA,,Amazon Products,,B075L89TX4,0.207007549
0,Amazon USA,Zatarain's,Amazon USA,Amazon USA_20190523_127934,Product_20190523_82868,Product,Product,2019 Q1,B00CHTYCYW,Zatarain's,Company,https://www.amazon.com/dp/B00CHTYCYW,"Zatarains Dirty Rice Mix, 40 Ounce -- 8 per case.","Zatarains Dirty Rice Mix, 40 Ounce -- 8 per case. Mccormick Spices And Seasonings Help You Make The Everyday Into The Extraordinary And The Extraordinary Dish Into Something That Works Every Day. Mccormick Products And The Products Of Our Flavor Partners Assure Versatility, Consistency, Product Quality.",,"Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Dirty Rice",,Yes,,Yes,White Rice,USA,,Amazon Products,,B00CHTYCYW,0.910944512
14,Amazon USA,Alfred Sung,Amazon USA,Amazon USA_20190523_156044,Product_20190523_110978,Product,,2019 Q1,B00DXZ8WQS,Alfred Sung,,https://www.amazon.com/dp/B00DXZ8WQS,"ShaSha Organic Sprouted Bio-Buds, Brown Rice, 1.5 lbs(680g)","These organic sprouted mung beans are packed with vitamins, minerals, phytochemicals and amino acids. Sprouted to their optimal level of nutrients and then dehydrated, they are ready to be soaked or blanched for consumption.","About the product They are sprouted to their optimal level of nutrients and then dehydrated sprouted grains are one of the most nutrient-dense foods available packed with vitamins, minerals, phytochemicals and amino acids; They cook in half the regular time More",Grocery & Gourmet Food Pantry Staples Dried Grains & Rice Brown,,Yes,,Yes,Wholegrain/Brown Rice,USA,4.3,Amazon by ASIN,,B00DXZ8WQS,0.652235887
2,Amazon USA,Parampara,Amazon USA,Amazon USA_20190523_121836,Product_20190523_76770,Product,Product,2019 Q1,B01D6S70PA,Parampara,,https://www.amazon.com/dp/B01D6S70PA,Parampara Chicken Tikka Masala Mix - 79 Gms (3 Pack),A rich and aromatic tomato based gravy preparation with rustic flavor. Best served with aromatic basmati rice.,About the product Ready to Cook Sauce Mix More,,,Nope;Yes,,Yes,Basmati Rice,USA,5,Amazon Products,,B01D6S70PA,0.662109654
0,Amazon USA,Zatarain's,Amazon USA,Amazon USA_20190523_155993,Product_20190523_110927,Product,,2019 Q1,B004GNGJSO,Zatarain's,Company,https://www.amazon.com/dp/B004GNGJSO,"Zatarain's Yellow Rice Mix, 8 oz, 6 pk","Zatarain's Yellow Rice Mix -- 8 oz., 6 pk. This easy-to-prepare mix has just the right blend of ingredients for great-tasting New Orleans Style food and comes from Zatarain's, which, since 1889, has been the leader in authentic New Orleans cooking.","About the product Zatarain's Yellow Rice Mix, 8 oz, 6 pk More","Grocery & Gourmet Food Pantry Staples Canned, Jarred & Packaged Foods Packaged Meals & Side Dishes Rice Dishes Seasoned Rice",,Yes,,Yes,General Rice,USA,,Amazon by ASIN,,B004GNGJSO,0.929929069
0,Amazon USA,Bob's Red Mill,Amazon USA,Amazon USA_20190523_125689,Product_20190523_80623,Product,Product,2019 Q1,B00P9QBB8K,Bob's Red Mill,Company,https://www.amazon.com/dp/B00P9QBB8K,"Bob's Red Mill Organic Quick Cook Steel Cut Oats, 22-Ounce (Pack of 8)","Organic Quick Cooking Steel Cut Oats are simply whole oat groats that have been cut into neat little pieces on a specialized rotary granulator mill. We use high protein, whole grain oats that have been lightly toasted to create our hearty steel cut oats. Also known as Irish oats or pinhead oats, steel cut oats create a chewy, full-bodied hot cereal. Our Quick Cooking Steel Cut Oats are cut a little smaller than our Regular Steel Cut Oats, making them ready in a scant 5 to 7 minutes. These oats make a delightful hot cereal when you're on the go!",About the product Organic 22 oz Steel Cut Fresh Tasty More,Grocery & Gourmet Food › Breakfast Foods › Cereals › Oatmeal,,Yes,,Yes,Oats,USA,4.8,Amazon Products,,B00P9QBB8K,0.582556482
9,Amazon USA,Amy's,Amazon USA,Amazon USA_20190523_127683,Product_20190523_82617,Product,Product,2019 Q1,B002HTPZUW,Amy's,,https://www.amazon.com/dp/B002HTPZUW,"Amy's Mexican Casserole Bowl, Gluten-Free, Organic, 9.5-Ounce Boxes (Pack of 12)",Amy's Mexican Casserole Bowls. Topped with enchilada sauce and cheese. Made with organic corn and beans. No GMOs. No bioengineered ingredients. Family owned since 1988. Gluten free.,,"Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Pasta & Noodle Dishes",,Yes,,Yes,General Beans,USA,3.1,Amazon Products,,B002HTPZUW,0.29298139
0,Amazon USA,ShopNatural,Amazon USA,Amazon USA_20190523_121640,Product_20190523_76574,Product,Product,2019 Q1,B000FJMTNM,ShopNatural,,https://www.amazon.com/dp/B000FJMTNM,"Steel Cut Oats, Organic, 10# Bulk",,About the product 10# Bulk More,Grocery & Gourmet Food › Breakfast Foods › Cereals › Oatmeal,,Yes,,Yes,Oats,USA,,Amazon Products,,B000FJMTNM,0.99588264
495,Amazon USA,Mountain House,Amazon USA,Amazon USA_20190523_156161,Product_20190523_111095,Product,,2019 Q1,B000RHGNB6,Mountain House,,https://www.amazon.com/dp/B000RHGNB6,Mountain House Rice & Chicken,"Perfectly seasoned rice and chicken in a savory sauce accented with pimentos, it’s no wonder this is one of our best-selling meals. Perfect for those times you’re snowed in, the power is out, you’re on the trail, or just because. Rice and chicken smothered in a creamy sauce, with a home-cooked flavor, is the perfect solution to fend off hunger. (b)Who is Mountain House?(/b) For nearly 50 years, Mountain House adventure meals have consistently been the premier choice of campers, backpackers, and survival experts. Born out of freeze dried meals we make for the United States Special Forces, Mountain House food has a proven history of reliability and most importantly, delicious flavor. With just-add-water preparation and no-mess cleanup, Mountain House is not only the perfect camping or backpacking food, but also perfect for keeping on hand just in case of an emergency. Additionally Mountain House meals have incredible shelf life. With the longest proven shelf life in the industry and a guarantee to taste virtually indistinguishable from new for 12+ years in pouches and 25+ years in cans, Mountain House is the perfect emergency preparedness or survival food to keep on hand. From the bottom of the deepest ocean, to the tops of the tallest mountains, to the battlefield and back, Mountain House is the food people trust when failure is not an option. Consistently chosen as the best tasting food among outdoor and survival brands, Mountain House is the best camping, backpacking and survival food money can buy. (b)Mountain House Meals are Perfect for:(/b) - Emergency Preparedness - Camping - Backpacking - Hunting - Fishing - Travel - Occasional Everyday Use.","Perfectly seasoned rice and chicken in a savory sauce accented with pimentos This vacuum sealed and compact Pro-Pak pouch won't expand at high elevations. Just Add Water. Plan Easier. Travel Lighter. Eat Heartier Two 1-Cup servings Allergens: Soy, Wheat 30 Year Taste Guarantee",Grocery & Gourmet Food Pantry Staples Dried Grains & Rice White,,Yes,,Yes,General Rice,USA,4.5,Amazon by ASIN,,B000RHGNB6,0.078691479
5,Amazon USA,Texas Best Organics,Amazon USA,Amazon USA_20190523_156169,Product_20190523_111103,Product,,2019 Q1,B004UB8B3S,Texas Best Organics,,https://www.amazon.com/dp/B004UB8B3S,"Texas Best Organics Long Grain Brown Rice, 32 Ounce - 6 per case.","Flavor: Long Grain Texas Best Organics Long Grain Brown Rice, 32 Ounce -- 6 per case. Texas Best Organics is owned and operated by the Slack Family, a fifth generation of rice farmers located in China Texas.They bring you the best in organic rice and milling. Currently one of the largest strictly organic milling and packaging facilities in the United States, Texas Best Organics grows and processes only 100% pure organic rice from start to finish. shelf life 540 days",About the product 32 Ounces Serving Size: Kosher Gluten Free More,Grocery & Gourmet Food › Pantry Staples › Dried Grains & Rice › Brown,,Yes,,Yes,General Rice;Wholegrain/Brown Rice,USA,3.5,Amazon by ASIN,,B004UB8B3S,0.74158033
363,Amazon USA,Riceselect,Amazon USA,Amazon USA_20190523_156017,Product_20190523_110951,Product,,2019 Q1,B000EH0RTI,RiceSelect,Company,https://www.amazon.com/dp/B000EH0RTI,"RiceSelect Texmati Brown Rice, Long Grain American Basmati, 32 oz Jars (Pack of 4)","Size: 32 Ounce (Pack of 4) | Style: Brown Product Description RiceSelect Texmati Brown Basmati Rice is a delicious and healthy addition to any meal. Our Brown Rice combines the qualities of basmati with that of traditional American long-grain rice. Characterized by its long milled grains, Texmati Brown Rice swells in both length and width once cooked, creating light and fluffy rice. In addition to its beautiful appearance and texture, Texmati has a delightful aroma of popcorn and a delectable nutty flavor. With a short cook time of 45 minutes, this versatile grain tastes great served on its own, as a side dish, or in dishes that are enhanced by its fluffy texture and exotic aroma. Made with no additives, our all-natural brown rice provides a wholesome addition to every meal. For your convenience, the RiceSelect Texmati Brown Basmati Rice is packaged in four 32-ounce jars. From our seed to your plate, our dedication to quality can be seen and tasted. Enjoy all our conventional and organic rice products and mixes. Rethink rice! About the Brand Alvin, Texas-based RiceSelect is the brand of rice products distributed by RiceTec. RiceTec, which operates a 500-acre research farm, laboratory, seed plant, rice mill, and packaging plant in Texas, has been developing hybrid rice since 1988. The company is the worlds largest private hybrid rice researcher, the only hybrid rice seed producer in the U.S., and ranks among North Americas leading specialty rice producers. RiceTec was founded on the premise that modern, technology-based breeding techniques combined with a broad, diverse germplasm collection, can efficiently develop and economically produce superior hybrid rice seed products, as well as specialty rice for consumer markets. It is their goal to stay on the forefront of technology and development in these areas, constantly challenging its products in order to continue to grow and improve. RiceSelect distributes a family of rice products that includes Texmati (the most widely recognized brand of aromatic rice in the US), Jasmati, Kasmati, and Royal Blend, as well as Chef's Originals rice kits and their own brands of risotto, couscous, sushi rice, and orzo. See all Product description",About the product Enjoy a pleasant and delicious addition to any meal Rich in vitamins and minerals Pack of four 32-ounce jars All-natural and additive free Non-GMO Project Verified and Star-K Kosher Certified More,Grocery & Gourmet Food Pantry Staples Dried Grains & Rice Basmati,"2 cups cooked Texmati Brown Rice 2 cups scallions, thinly sliced 1/2 cup edamame 1 teaspoon red wine vinegar 3 tablespoons olive oil 4 large eggs 1 avocado, chopped Kosher salt and black pepper",Nope;Yes,,Yes,General Rice;Wholegrain/Brown Rice,USA,4.2,Amazon by ASIN,,B000EH0RTI,0.064706726
3,Amazon USA,Trader Joe's,Amazon USA,Amazon USA_20190523_121740,Product_20190523_76674,Product,Product,2019 Q1,B00JFB43GM,Trader Joe's,Company,https://www.amazon.com/dp/B00JFB43GM,Trader Joe's Apple & Cinnamon Naturally Flavored Instant Oatmeal (2 Pack),,"About the product 2 Pack- Trader Joe'S Apple & Cinnamon Naturally Flavored Instant Oatmeal Natural Banana Chips Lowfat Excellent Source of 7 Vitamins & Minerals Contains 10 pouches, in each pack. Net WT. 12.3oz (350g) More",Grocery & Gourmet Food › Breakfast Foods › Cereals › Oatmeal,,Yes,,Yes,Oats,USA,4.6,Amazon Products,,B00JFB43GM,0.821221481
0,Amazon USA,Lundberg Family Farms,Amazon USA,Amazon USA_20190523_127870,Product_20190523_82804,Product,Product,2019 Q1,B07M5GSZ9R,Lundberg,Company,https://www.amazon.com/dp/B07M5GSZ9R,Lundberg (NOT A CASE) Creamy Parmesan Risotto Rice,"THIS IS NOT A CASE. PLEASE READ TITLE + DESCRIPTION + IMAGE OUNCES BEFORE PURCHASE. ONLY 1 ITEM. 5.5 oz. Enjoy the delectable flavor of rich, aged Parmesan cheese in this elegant Italian-style risotto. We created this delicious gourmet side dish by blending quality ingredients like Parmesan cheese, onion, garlic, and spices with our creamy Arborio rice. You(TM)ll love how the individual kernels plump, creating a rich, creamy sauce while the rice grains remain separate and al dente. Cubic: 0.028",# THIS IS NOT A CASE. PLEASE read Description & Title properly before purchase # -- ONLY 1 ITEM -- CUBIC: 0.028 LENGTH: 1.9. WIDTH: 3.9. HEIGHT: 6.55. WEIGHT: 0.43,"Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Risotto",,Yes,,Yes,General Rice,USA,,Amazon Products,,B07M5GSZ9R,0.65427622
5,Amazon USA,Country Choice,Amazon USA,Amazon USA_20190523_128360,Product_20190523_83294,Product,Product,2019 Q1,B004TSY816,Country Choice,,https://www.amazon.com/dp/B004TSY816,Country Choice Organic Steel Cut Irish Style Oats -- 30 oz,"What are Steel Cut Oats?Country Choice Organic Steel Cut Oats are a hearty way to start your day. Country Choice takes the whole oat kernel and simply cut it into small pieces, creating an oatmeal with a distinctive chew texture. Steel Cut Oats are often called Irish or Scottish Oats owing to the traditional use in those countries. Our whole grain version has a taste the whole family will love. 3 grams of soluble fiber form oatmeal daily in a diet low in saturated fat and cholesterol may reduce the risk of heart disease. This product has 2 grams per serving.",About the product What are Steel Cut Oats?Country Choice Organic Steel Cut Oats are a hearty way to start your day Country Choice More,Grocery & Gourmet Food › Breakfast Foods › Cereals › Oatmeal,,Yes,,Yes,Oats,USA,3.3,Amazon Products,,B004TSY816,0.11511805
1,Amazon USA,Nature's Path,Amazon USA,Amazon USA_20190523_121610,Product_20190523_76544,Product,Product,2019 Q1,B01LA3VI1A,Nature's Path,Brand,https://www.amazon.com/dp/B01LA3VI1A,"Natures Path Organic Brown Sugar Maple Hot Oatmeal, 11.3 Ounce - 6 per case.","Natures Path Organic Brown Sugar Maple Hot Oatmeal, 11.3 Ounce -- 6 per case. Gluten free, rolled, uncontaminated whole oats with Ancient Grains, brown sugar and maple for added nutrition and flavor. A delicious low fat source of whole grains.",About the product Nature's Path Organic Hot Oatmeal - Brown Sugar Maple - Case Of 6 - 11.3 Oz. More,Grocery & Gourmet Food › Breakfast Foods › Cereals › Oatmeal,,Yes,,Yes,Oats,USA,1,Amazon Products,,B01LA3VI1A,0.730434311
0,Amazon USA,PRECISION FOODS INC,Amazon USA,Amazon USA_20190523_124632,Product_20190523_79566,Product,Product,2019 Q1,B00GMSK3J2,PRECISION FOODS INC,,https://www.amazon.com/dp/B00GMSK3J2,"Precision Foods Sizzler Rice Pilaf, 36 Ounce -- 12 per case.","Precision Foods Sizzler Rice Pilaf, 36 Ounce -- 12 per case. Low Fat, No MSG, No Transf Fat per serving",,"Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Pilaf",,Yes,,Yes,General Rice,USA,,Amazon Products,,B00GMSK3J2,0.562453979
0,Amazon USA,LXY,Amazon USA,Amazon USA_20190523_123061,Product_20190523_77995,Product,Product,2019 Q1,B07G5SWKGW,LXY,,https://www.amazon.com/dp/B07G5SWKGW,LXY Classic Peacock Blue Vintage Ceramic Tableware Small Noodle Bowl Soup Bowl Vegetable Bowl Salad Bowl Dessert Fruit Cover Rice Bowl Bowl,"Welcome to our store, where we will provide quality products, your satisfaction is the purpose of our service. You are welcome to buy, I hope we can help you, I wish you a happy shopping! Name: Vintage blue ceramic bowl Number of products: 1 Size: 18 * 6.5cm Shape: round Material: Porcelain Tableware process: glaze Style: European style Suitable for: sterilizers, dishwashers, refrigerators, microwave ovens note: This product only sells cutlery - bowls, products do not contain other decorations. Manual measurement, product size may have 1-2cm error. Due to differences in light, environment and display, there may be a certain color difference between the product and the picture. This is normal. Our delivery time is 15-25 working days, the return period is 30 days, if you have any questions, please contact us in time. We will provide 24 hours of good customer service, and your satisfaction is our highest requirement.","Naturally extracted color, elegant color, moderate capacity, beautiful arc design. The beautiful bowl is the voice of the human heart. Ceramics have a subtle interpretation of beautiful tableware. The thickness of the bowl is moderate, it is not easy to get hot hands, food is not as beautiful. Retro blue, in sharp contrast to the bright glaze of the bowl, it is the perfect combination of stoneware and glaze.",,,Nope;Yes,,Yes,General Rice,USA,,Amazon Products,,B07G5SWKGW,0.324583499
0,Amazon USA,Zatarain's,Amazon USA,Amazon USA_20190523_125240,Product_20190523_80174,Product,Product,2019 Q1,B008VT2E6K,Zatarain's,Company,https://www.amazon.com/Zatarains-Wild-Brown-Rice-Mix/dp/B008VT2E6K/ref=lp_6499440011_1_17_s_it?s=grocery&ie=UTF8&qid=1557667371&sr=1-17,"Zatarain's New Orleans Style Mixes Brown Rice Mix, Wild...","Lunch, dinner, group gathering Zatarain's has the perfect mix of complete meals and side dishes to feed any size table.",About the product Mild and savory recipe This mix is a great meatless entrée or an accompaniment to a variety of meats More,"Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Dirty Rice",,Yes,,Yes,Wholegrain/Brown Rice;Wild Rice,USA,,Amazon Products,,B008VT2E6K,0.349437211
4,Amazon USA,Par Excellence,Amazon USA,Amazon USA_20190523_126369,Product_20190523_81303,Product,Product,2019 Q1,B073Q8FPLJ,Par Excellence,,https://www.amazon.com/dp/B073Q8FPLJ,ParExcellence Yellow Rice (3.5 lbs.) (pack of 2),"Showcasing a perfect blend of premium long grain rice and Spanish style seasoning with saffron, ParExcellence Yellow Rice is sure to please. Seasoning and rice are completely blended, so it is easy to make 1 cup of rice for just a few servings, enough for a family of 8 or even a large party of 50. Each bottle contains 54 1/2-cup servings. Perfect for restaurants: 1 bottle makes 1 steam tray table pan. ParExcellence Yellow Rice is a versatile side dish with meats, chicken, seafood or fish; excellent base for paella.",About the product Authentic Yellow Rice with Saffron More about this item More,"Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Seasoned Rice",,Yes,,Yes,General Rice,USA,4.1,Amazon Products,,B073Q8FPLJ,0.588607809
1,Amazon USA,Maga Foods,Amazon USA,Amazon USA_20190523_126787,Product_20190523_81721,Product,Product,2019 Q1,B07D19H1MZ,Maga Foods,,https://www.amazon.com/dp/B07D19H1MZ,Wellness Quick Oats - 100% Gluten Free by Maga Foods Puerto Rico - 11.3 Oz (Count of 2),"Long ago a grandmother from San Germán lit her stove to prepare the most delicious coconut cornstarch ever imagined. That way, her children and grandchildren constantly returned home to enjoy her dish and share stories of family or good times. Her secret? Quality ingredients, simple techniques and lots of love. To market her food, this Puerto Rican grandmother spent many hours in the heat of the kitchen. She spent time measuring, removing, testing and refining her recipe before sending it to the market. Today, at Maga, we enjoy her legacy and offer it as one of our most precious products.","About the product Our oats are CERTIFIED GLUTEN FREE, excellent for people with celiac disease or with gluten free diets. Oats are naturally Gluten Free, BUT, depending on the processed used when manufacturing or packing, to can get contaminated with Gluten from other products. With NO Sugar added, Maga Wellness Gluten Free oats is the perfect choice for a meal at any time of the day, that will keep you smiling while eating good. Ingredients: Gluten Free Rolled Oats More",Grocery & Gourmet Food › Breakfast Foods › Cereals › Oatmeal,,Yes,,Yes,Oats,USA,5,Amazon Products,,B07D19H1MZ,0.339910571
1,Amazon USA,Vigo,Amazon USA,Amazon USA_20190523_127122,Product_20190523_82056,Product,Product,2019 Q1,B015558KJ2,Vigo,,https://www.amazon.com/dp/B015558KJ2,Vigo Rice Mix & Blk Bean,Vigo Black Beans & Rice - Cuban fare made easy. Embellish by sprinkling with balsamic vinegar and chopped onions. It's the perfect side dish or one dish meal. All of Vigo's rice products are completely seasoned and easy to prepare. They are low in fat and high in taste. Nutritious and delicious.,About the product 2 Pack Authentic Cuban Recipe Completely Seasoned & Easy to Prepare More,"Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes",,Yes,,Yes,General Beans;General Rice,USA,1,Amazon Products,,B015558KJ2,0.836670468
0,Amazon USA,Evaxo,Amazon USA,Amazon USA_20190523_125628,Product_20190523_80562,Product,Product,2019 Q1,B07RQ8QT17,EVAXO,Brand,https://www.amazon.com/dp/B07RQ8QT17,Expect More Minute Rice Quinoa White & Red 8.8 oz pack of 6#p,"Serve Cold (no need to heat)1. Add to salads and soups. Stir in seasonings, sauces or salad dressings for added flavor and eat right out of the cup. Enjoy! Pull or cut film to remove completely from cup.Serve Hot1. Place cup in microwave and heat on HIGH for 60 seconds* (cooking time for cups is 90 seconds).2. IMPORTANT: Remove cup carefully from microwave taking hold of cup from the side using an oven mitt or potholder.DO NOT PLACE HAND OVER TOP OF CUP WHEN REMOVING. CAUTION: Cup and steam will be very hot.3. Stir quinoa and pour onto serving dish or eat right out of the cup. Enjoy!*Microwave ovens vary, so heating time might be different. Cover and refrigerate unused portion after opening.",About the product Rice Quinoa More,"Grocery & Gourmet Food › Pantry Staples › Canned, Jarred & Packaged Foods › Packaged Meals & Side Dishes › Rice Dishes › Seasoned Rice",,Yes,,Yes,Quinoa;White Rice,USA,,Amazon Products,,B07RQ8QT17,0.089737581
